0.81881,0.18119,0,0,0,0
0,0.67575,0.32425,0,0,0
0,0,0.76513,0.23487,0,0
0,0,0,0.71727,0.28273,0
0,0,0,0,0.87875,0.12125
0,0,0,0,0,1
