0.66884,0.33116,0,0,0,0
0,0.29795,0.70205,0,0,0
0,0,0.43104,0.56896,0,0
0,0,0,0.28926,0.71074,0
0,0,0,0,0.68058,0.31942
0,0,0,0,0,1
