0.70152,0.29848,0,0,0,0
0,0.63482,0.36518,0,0,0
0,0,0.66714,0.33286,0,0
0,0,0,0.59786,0.40214,0
0,0,0,0,0.87787,0.12213
0,0,0,0,0,1
