0.49506,-0.077482,-0.19999,-0.14079,-0.047588,-0.014913,-0.0070384,-0.0044296,-0.0014021,-0.00036283,0.013644,-0.0052652,-0.00082113,-0.0010033,-0.001917,-0.0015573,-0.0010326,-0.0010387,-0.00086352,-0.00027832
-0.077482,0.14519,-0.035529,-0.024215,-0.0071052,-0.00056636,0.00018997,-4.3695e-05,-0.00013922,3.3949e-05,-0.0052652,0.0030961,0.00032443,0.00039091,0.00069415,0.00052813,0.00025659,0.0001106,1.3126e-05,-2.5018e-05
-0.19999,-0.035529,0.13308,0.069832,0.020014,0.0063302,0.0030047,0.0018793,0.00046944,3.583e-05,-0.00082113,0.00032443,0.00016771,5.796e-05,9.9736e-05,8.4539e-05,6.514e-05,5.8443e-05,4.5791e-05,1.1574e-05
-0.14079,-0.024215,0.069832,0.065617,0.020097,0.0051528,0.0022223,0.0014446,0.00044916,6.7451e-05,-0.0010033,0.00039091,5.796e-05,0.00019305,0.00016176,0.00012135,7.129e-05,7.6728e-05,4.6748e-05,1.8648e-05
-0.047588,-0.0071052,0.020014,0.020097,0.01007,0.0025169,0.00094607,0.00066088,0.00037956,0.0001416,-0.001917,0.00069415,9.9736e-05,0.00016176,0.00042448,0.00023115,0.00013821,0.00013638,0.00011803,3.9602e-05
-0.014913,-0.00056636,0.0063302,0.0051528,0.0025169,0.00088389,0.00031748,0.00018412,9.991e-05,3.5355e-05,-0.0015573,0.00052813,8.4539e-05,0.00012135,0.00023115,0.00030274,0.00013268,0.00013335,0.00010966,4.2944e-05
-0.0070384,0.00018997,0.0030047,0.0022223,0.00094607,0.00031748,0.00028995,9.3216e-05,4.0996e-05,-2.5245e-07,-0.0010326,0.00025659,6.514e-05,7.129e-05,0.00013821,0.00013268,0.00021965,0.00012989,0.00011075,5.1395e-05
-0.0044296,-4.3695e-05,0.0018793,0.0014446,0.00066088,0.00018412,9.3216e-05,0.00022349,4.094e-05,-7.7916e-06,-0.0010387,0.0001106,5.8443e-05,7.6728e-05,0.00013638,0.00013335,0.00012989,0.00030109,0.00017048,6.0849e-05
-0.0014021,-0.00013922,0.00046944,0.00044916,0.00037956,9.991e-05,4.0996e-05,4.094e-05,0.00013229,1.4459e-05,-0.00086352,1.3126e-05,4.5791e-05,4.6748e-05,0.00011803,0.00010966,0.00011075,0.00017048,0.00032452,6.0233e-05
-0.00036283,3.3949e-05,3.583e-05,6.7451e-05,0.0001416,3.5355e-05,-2.5245e-07,-7.7916e-06,1.4459e-05,0.00010102,-0.00027832,-2.5018e-05,1.1574e-05,1.8648e-05,3.9602e-05,4.2944e-05,5.1395e-05,6.0849e-05,6.0233e-05,0.00013159
